equipment_unit_id,equipment_id,serial_number,purchase_date,last_maintenance,condition
445,5,SE-LT-05-000445,2018-07-27,2025-11-30,good
446,5,SE-LT-05-000446,2025-06-23,2026-03-16,good
447,5,SE-LT-05-000447,2018-07-02,2026-03-05,good
448,5,SE-LT-05-000448,2020-01-05,2026-01-31,good
449,5,SE-LT-05-000449,2018-11-12,2026-02-09,good
450,5,SE-LT-05-000450,2019-09-23,2026-03-25,good
451,5,SE-LT-05-000451,2017-07-25,2026-03-14,good
452,5,SE-LT-05-000452,2017-06-30,2026-05-30,good
453,5,SE-LT-05-000453,2017-09-05,2026-03-17,good
454,5,SE-LT-05-000454,2023-05-16,2025-11-06,fair
455,5,SE-LT-05-000455,2018-03-18,2026-04-18,good
456,5,SE-LT-05-000456,2019-06-15,2025-11-18,good
457,5,SE-LT-05-000457,2019-06-08,2025-11-10,fair
458,5,SE-LT-05-000458,2022-04-25,2025-12-14,poor
459,5,SE-LT-05-000459,2018-01-27,2026-05-07,good
460,5,SE-LT-05-000460,2018-06-02,2026-05-01,good
461,5,SE-LT-05-000461,2017-07-01,2026-03-21,good
462,5,SE-LT-05-000462,2019-09-18,2025-11-27,fair
463,5,SE-LT-05-000463,2018-06-25,2026-03-23,good
464,5,SE-LT-05-000464,2018-12-22,2026-03-14,good
465,5,SE-LT-05-000465,2019-07-11,2026-01-02,good
466,5,SE-LT-05-000466,2017-11-19,2026-05-06,fair
467,5,SE-LT-05-000467,2018-12-27,2026-01-02,poor
468,5,SE-LT-05-000468,2017-08-04,2026-05-30,good
469,5,SE-LT-05-000469,2017-11-08,2026-01-28,fair
470,5,SE-LT-05-000470,2017-11-20,2026-04-07,fair
471,5,SE-LT-05-000471,2017-07-15,2026-03-09,poor
472,5,SE-LT-05-000472,2025-06-02,2026-03-18,good
473,5,SE-LT-05-000473,2018-07-08,2025-12-01,fair
474,5,SE-LT-05-000474,2018-03-18,2026-05-21,fair
475,5,SE-LT-05-000475,2019-03-08,2026-03-10,fair
476,5,SE-LT-05-000476,2025-09-21,2026-04-09,good
477,5,SE-LT-05-000477,2018-05-15,2025-12-01,fair
478,5,SE-LT-05-000478,2019-02-05,2026-01-27,good
479,5,SE-LT-05-000479,2023-09-04,2025-10-28,good
480,5,SE-LT-05-000480,2020-05-24,2026-04-02,good
481,5,SE-LT-05-000481,2019-04-18,2026-01-13,good
482,5,SE-LT-05-000482,2019-04-27,2025-12-26,good
483,5,SE-LT-05-000483,2018-02-05,2026-01-06,good
484,5,SE-LT-05-000484,2019-09-04,2026-01-26,good
485,5,SE-LT-05-000485,2020-05-07,2026-01-17,good
486,5,SE-LT-05-000486,2019-06-11,2025-11-15,good
487,5,SE-LT-05-000487,2017-09-27,2026-02-15,good
488,5,SE-LT-05-000488,2017-09-18,2026-04-27,poor
489,5,SE-LT-05-000489,2017-06-14,2026-01-14,good
490,5,SE-LT-05-000490,2017-09-30,2025-12-31,good
491,5,SE-LT-05-000491,2023-10-29,2026-01-16,good
492,5,SE-LT-05-000492,2018-09-23,2026-03-28,good
493,5,SE-LT-05-000493,2017-12-19,2026-03-15,fair
494,5,SE-LT-05-000494,2018-08-14,2025-11-04,good
495,5,SE-LT-05-000495,2017-09-27,2025-11-12,fair
496,5,SE-LT-05-000496,2018-05-30,2026-03-10,good
497,5,SE-LT-05-000497,2019-06-04,2026-01-15,good
498,5,SE-LT-05-000498,2025-07-18,2025-11-23,good
499,5,SE-LT-05-000499,2017-12-29,2026-04-25,fair
500,5,SE-LT-05-000500,2023-12-01,2025-12-22,good
501,5,SE-LT-05-000501,2018-03-31,2026-03-29,poor
502,5,SE-LT-05-000502,2017-09-01,2026-04-02,good
503,5,SE-LT-05-000503,2025-01-31,2025-11-13,good
504,5,SE-LT-05-000504,2017-07-16,2026-04-18,fair
505,5,SE-LT-05-000505,2018-05-13,2025-11-21,good
506,5,SE-LT-05-000506,2018-07-21,2026-04-15,fair
507,5,SE-LT-05-000507,2024-10-14,2026-05-25,good
508,5,SE-LT-05-000508,2020-02-06,2026-04-26,good
509,5,FI-LT-05-000509,2018-11-22,2026-05-06,good
510,5,FI-LT-05-000510,2023-03-04,2026-03-12,fair
511,5,FI-LT-05-000511,2017-10-17,2026-05-15,good
512,5,FI-LT-05-000512,2022-06-21,2025-12-20,good
513,5,FI-LT-05-000513,2021-05-02,2025-11-21,fair
514,5,FI-LT-05-000514,2020-11-02,2026-04-22,good
515,5,FI-LT-05-000515,2018-01-16,2026-02-26,good
516,5,FI-LT-05-000516,2019-04-07,2026-05-30,good
517,5,FI-LT-05-000517,2025-01-24,2026-05-16,good
518,5,FI-LT-05-000518,2019-09-28,2025-11-22,good
519,5,FI-LT-05-000519,2018-10-24,2026-02-01,good
520,5,FI-LT-05-000520,2019-07-20,2026-02-11,poor
521,5,FI-LT-05-000521,2019-12-01,2026-02-26,fair
522,5,FI-LT-05-000522,2017-10-13,2026-05-29,fair
523,5,FI-LT-05-000523,2023-05-12,2025-11-14,fair
524,5,FI-LT-05-000524,2018-07-06,2025-12-23,fair
525,5,FI-LT-05-000525,2019-10-02,2025-12-27,good
526,5,FI-LT-05-000526,2017-11-30,2025-11-28,good
527,5,FI-LT-05-000527,2018-06-25,2026-02-13,poor
528,5,FI-LT-05-000528,2023-08-05,2025-12-31,fair
529,5,FI-LT-05-000529,2019-04-07,2025-11-22,fair
530,5,FI-LT-05-000530,2017-11-10,2026-03-02,fair
531,5,FI-LT-05-000531,2017-10-21,2025-11-22,fair
532,5,FI-LT-05-000532,2019-01-19,2026-02-28,fair
533,5,FI-LT-05-000533,2024-05-14,2026-03-19,good
534,5,FI-LT-05-000534,2019-06-15,2026-01-12,fair
535,5,FI-LT-05-000535,2018-02-05,2026-03-22,fair
536,5,FI-LT-05-000536,2018-09-08,2026-04-02,poor
537,5,FI-LT-05-000537,2020-12-26,2026-01-24,good
538,5,FI-LT-05-000538,2018-06-23,2026-02-09,good
539,5,FI-LT-05-000539,2019-05-18,2025-11-10,fair
540,5,FI-LT-05-000540,2019-10-20,2026-02-26,good
541,5,FI-LT-05-000541,2018-01-01,2025-12-01,fair
542,5,FI-LT-05-000542,2019-08-15,2025-11-09,good
543,5,FI-LT-05-000543,2024-10-13,2025-12-22,good
544,5,FI-LT-05-000544,2017-12-14,2025-11-09,good
545,5,FI-LT-05-000545,2017-06-20,2026-05-25,fair
546,5,FI-LT-05-000546,2018-09-11,2025-12-25,good
547,5,FI-LT-05-000547,2017-07-27,2025-12-16,good
548,5,FI-LT-05-000548,2019-01-27,2026-02-26,good
549,5,FI-LT-05-000549,2019-01-25,2025-11-14,good
550,5,FI-LT-05-000550,2018-12-06,2026-05-14,good
551,5,FI-LT-05-000551,2017-06-29,2026-03-20,good
552,5,FI-LT-05-000552,2018-07-11,2026-05-12,good
553,5,FI-LT-05-000553,2018-01-05,2026-02-25,good
554,5,FI-LT-05-000554,2018-03-03,2026-01-28,good
555,5,FI-LT-05-000555,2017-12-10,2026-03-09,good
556,5,FI-LT-05-000556,2022-03-19,2026-01-14,fair
557,5,FI-LT-05-000557,2017-06-11,2026-05-05,good
558,5,FI-LT-05-000558,2022-05-21,2026-01-20,good
559,5,FI-LT-05-000559,2023-12-07,2026-05-30,good
560,5,FI-LT-05-000560,2017-06-11,2025-11-26,good
561,5,FI-LT-05-000561,2023-07-10,2026-04-06,good
562,5,FI-LT-05-000562,2019-09-20,2025-12-22,fair
563,5,FI-LT-05-000563,2017-10-13,2025-11-10,poor
564,5,FI-LT-05-000564,2022-05-06,2025-10-30,good
565,5,FI-LT-05-000565,2017-11-24,2026-05-14,good
566,5,FI-LT-05-000566,2021-01-31,2026-03-14,good
567,5,FI-LT-05-000567,2018-06-18,2026-02-10,fair
568,5,FI-LT-05-000568,2017-12-04,2026-04-29,fair
569,5,FI-LT-05-000569,2017-06-13,2026-03-01,fair
570,5,FI-LT-05-000570,2018-11-22,2026-02-25,poor
571,5,FI-LT-05-000571,2024-04-15,2026-01-27,good
572,5,FI-LT-05-000572,2023-01-05,2026-02-18,good
573,5,DE-LT-05-000573,2017-11-22,2026-05-26,good
574,5,DE-LT-05-000574,2017-09-24,2026-03-11,fair
575,5,DE-LT-05-000575,2018-01-05,2025-12-17,good
576,5,DE-LT-05-000576,2019-11-02,2026-01-10,fair
577,5,DE-LT-05-000577,2022-12-04,2026-01-30,fair
578,5,DE-LT-05-000578,2019-02-27,2026-01-23,good
579,5,DE-LT-05-000579,2017-11-20,2026-03-13,poor
580,5,DE-LT-05-000580,2024-06-24,2026-02-18,good
581,5,DE-LT-05-000581,2019-09-19,2026-05-10,good
582,5,DE-LT-05-000582,2017-07-16,2026-02-04,good
583,5,DE-LT-05-000583,2017-09-26,2025-11-25,good
584,5,DE-LT-05-000584,2017-12-20,2025-10-29,good
585,5,DE-LT-05-000585,2022-07-30,2026-01-04,good
586,5,DE-LT-05-000586,2025-07-21,2026-05-18,fair
587,5,DE-LT-05-000587,2017-12-31,2025-11-30,good
588,5,DE-LT-05-000588,2018-03-31,2026-01-16,good
589,5,DE-LT-05-000589,2019-05-30,2026-03-06,good
590,5,DE-LT-05-000590,2017-11-16,2026-02-19,good
591,5,DE-LT-05-000591,2019-05-02,2025-11-03,good
592,5,DE-LT-05-000592,2019-08-08,2025-11-23,good
593,5,DE-LT-05-000593,2018-01-29,2026-04-22,good
594,5,DE-LT-05-000594,2021-03-05,2026-02-10,good
595,5,DE-LT-05-000595,2021-03-11,2026-04-30,good
596,5,DE-LT-05-000596,2017-08-01,2025-11-19,good
597,5,DE-LT-05-000597,2026-01-12,2026-05-22,good
598,5,DE-LT-05-000598,2018-06-24,2026-05-24,good
599,5,DE-LT-05-000599,2018-03-25,2026-02-04,good
600,5,DE-LT-05-000600,2022-11-29,2026-02-13,good
601,5,DE-LT-05-000601,2020-02-28,2026-04-20,good
602,5,DE-LT-05-000602,2025-11-28,2026-05-12,good
603,5,DE-LT-05-000603,2019-06-16,2026-02-22,fair
604,5,DE-LT-05-000604,2018-04-02,2025-10-31,good
605,5,DE-LT-05-000605,2025-12-31,2026-03-31,good
606,5,DE-LT-05-000606,2024-02-18,2025-10-31,fair
607,5,DE-LT-05-000607,2019-06-04,2026-05-23,good
608,5,DE-LT-05-000608,2019-11-07,2025-11-07,poor
609,5,DE-LT-05-000609,2024-05-31,2026-03-21,good
610,5,DE-LT-05-000610,2019-01-19,2026-04-12,good
611,5,DE-LT-05-000611,2018-04-23,2025-11-08,good
612,5,DE-LT-05-000612,2020-05-01,2026-02-02,poor
613,5,DE-LT-05-000613,2018-08-29,2026-04-14,good
614,5,DE-LT-05-000614,2017-10-20,2026-04-03,fair
615,5,DE-LT-05-000615,2019-08-20,2026-01-30,good
616,5,DE-LT-05-000616,2017-09-28,2026-04-18,good
617,5,DE-LT-05-000617,2017-12-24,2026-04-29,good
618,5,DE-LT-05-000618,2019-07-27,2026-05-27,good
619,5,DE-LT-05-000619,2019-01-22,2025-10-26,good
620,5,DE-LT-05-000620,2019-05-13,2026-01-13,fair
621,5,DE-LT-05-000621,2020-04-05,2026-05-26,good
622,5,DE-LT-05-000622,2019-03-23,2026-01-07,fair
623,5,DE-LT-05-000623,2018-08-26,2026-01-12,good
624,5,DE-LT-05-000624,2017-11-21,2026-01-07,good
625,5,DE-LT-05-000625,2019-08-28,2025-11-19,good
626,5,DE-LT-05-000626,2017-11-17,2026-01-21,good
627,5,DE-LT-05-000627,2018-05-07,2025-12-26,good
628,5,DE-LT-05-000628,2018-10-28,2026-03-29,fair
629,5,DE-LT-05-000629,2018-04-13,2026-03-11,good
630,5,DE-LT-05-000630,2019-11-14,2026-02-15,good
631,5,DE-LT-05-000631,2018-01-17,2026-01-03,good
632,5,DE-LT-05-000632,2018-01-13,2026-04-27,good
633,5,DE-LT-05-000633,2018-06-04,2026-01-07,good
634,5,DE-LT-05-000634,2018-06-20,2025-12-03,fair
635,5,DE-LT-05-000635,2018-02-21,2026-03-17,poor
636,5,DE-LT-05-000636,2019-09-21,2026-03-08,fair
637,6,SE-LT-06-000637,2023-03-25,2026-03-09,good
638,6,SE-LT-06-000638,2019-02-24,2026-05-24,fair
639,6,SE-LT-06-000639,2021-07-05,2026-03-06,good
640,6,SE-LT-06-000640,2017-11-11,2026-05-03,good
641,6,SE-LT-06-000641,2017-07-15,2026-02-20,good
642,6,SE-LT-06-000642,2026-01-19,2026-02-27,good
643,6,SE-LT-06-000643,2020-06-19,2025-12-26,good
644,6,SE-LT-06-000644,2018-09-10,2025-12-20,good
645,6,SE-LT-06-000645,2025-02-10,2026-01-10,good
646,6,SE-LT-06-000646,2021-03-20,2026-02-28,fair
647,6,SE-LT-06-000647,2019-09-04,2026-04-06,good
648,6,SE-LT-06-000648,2018-03-15,2026-05-17,fair
649,6,SE-LT-06-000649,2017-06-03,2025-11-27,good
650,6,SE-LT-06-000650,2018-06-12,2026-04-18,good
651,6,SE-LT-06-000651,2018-06-14,2025-11-22,good
652,6,SE-LT-06-000652,2024-03-17,2025-12-27,fair
653,6,SE-LT-06-000653,2021-03-13,2026-01-02,good
654,6,SE-LT-06-000654,2021-06-07,2025-11-15,fair
655,6,SE-LT-06-000655,2019-02-01,2026-03-10,good
656,6,SE-LT-06-000656,2018-04-11,2026-05-06,good
657,6,SE-LT-06-000657,2018-10-10,2026-05-03,good
658,6,SE-LT-06-000658,2021-07-22,2025-12-24,good
659,6,SE-LT-06-000659,2019-04-03,2026-02-03,poor
660,6,SE-LT-06-000660,2021-01-07,2026-05-03,good
661,6,SE-LT-06-000661,2020-02-02,2025-12-02,good
662,6,SE-LT-06-000662,2018-01-18,2025-11-08,good
663,6,SE-LT-06-000663,2018-03-06,2026-05-26,good
664,6,SE-LT-06-000664,2017-10-15,2025-11-06,good
665,6,SE-LT-06-000665,2018-08-21,2026-04-30,good
666,6,SE-LT-06-000666,2019-01-20,2026-03-07,good
667,6,SE-LT-06-000667,2018-12-05,2026-03-25,good
668,6,SE-LT-06-000668,2024-05-27,2026-03-16,good
669,6,SE-LT-06-000669,2017-07-18,2025-12-13,good
670,6,SE-LT-06-000670,2017-06-27,2026-03-23,good
671,6,SE-LT-06-000671,2024-04-22,2025-10-27,good
672,6,SE-LT-06-000672,2018-08-19,2026-03-27,fair
673,6,SE-LT-06-000673,2018-12-25,2026-03-06,good
674,6,SE-LT-06-000674,2024-06-12,2026-02-19,good
675,6,SE-LT-06-000675,2018-10-19,2026-01-03,good
676,6,SE-LT-06-000676,2019-06-11,2026-05-08,fair
677,6,SE-LT-06-000677,2018-02-23,2025-11-21,good
678,6,SE-LT-06-000678,2017-07-23,2026-01-11,good
679,6,SE-LT-06-000679,2025-04-05,2026-03-17,fair
680,6,SE-LT-06-000680,2017-09-10,2026-04-08,good
681,6,SE-LT-06-000681,2018-01-10,2026-03-22,good
682,6,SE-LT-06-000682,2018-01-24,2026-01-27,good
683,6,SE-LT-06-000683,2025-11-11,2026-01-22,poor
684,6,SE-LT-06-000684,2018-10-25,2025-12-08,good
685,6,SE-LT-06-000685,2018-03-31,2026-03-08,fair
686,6,SE-LT-06-000686,2018-10-06,2026-03-21,good
687,6,SE-LT-06-000687,2017-08-07,2026-02-27,fair
688,6,SE-LT-06-000688,2020-01-17,2026-02-05,good
689,6,SE-LT-06-000689,2019-07-28,2026-02-09,fair
690,6,SE-LT-06-000690,2019-07-26,2026-01-17,good
691,6,SE-LT-06-000691,2020-09-05,2025-12-29,fair
692,6,SE-LT-06-000692,2018-02-06,2026-02-10,good
693,6,SE-LT-06-000693,2025-05-29,2026-02-02,good
694,6,SE-LT-06-000694,2017-06-26,2026-05-21,good
695,6,FI-LT-06-000695,2021-01-31,2025-12-05,fair
696,6,FI-LT-06-000696,2019-09-01,2025-10-30,good
697,6,FI-LT-06-000697,2018-04-08,2025-12-26,poor
698,6,FI-LT-06-000698,2018-11-05,2026-05-20,good
699,6,FI-LT-06-000699,2018-01-02,2026-04-26,good
700,6,FI-LT-06-000700,2018-10-09,2026-01-25,poor
701,6,FI-LT-06-000701,2017-08-18,2026-03-16,fair
702,6,FI-LT-06-000702,2021-09-30,2025-11-10,good
703,6,FI-LT-06-000703,2019-09-04,2026-04-25,good
704,6,FI-LT-06-000704,2017-06-05,2025-11-02,fair
705,6,FI-LT-06-000705,2022-09-21,2026-04-18,fair
706,6,FI-LT-06-000706,2019-05-11,2025-12-25,good
707,6,FI-LT-06-000707,2020-10-16,2026-01-01,good
708,6,FI-LT-06-000708,2019-06-19,2026-01-24,good
709,6,FI-LT-06-000709,2022-10-08,2025-12-10,good
710,6,FI-LT-06-000710,2026-01-19,2026-02-07,good
711,6,FI-LT-06-000711,2019-06-11,2026-02-26,fair
712,6,FI-LT-06-000712,2020-06-14,2025-11-11,good
713,6,FI-LT-06-000713,2019-05-23,2026-02-01,good
714,6,FI-LT-06-000714,2019-05-28,2026-01-26,good
715,6,FI-LT-06-000715,2019-02-20,2026-05-22,good
716,6,FI-LT-06-000716,2019-11-29,2026-02-01,good
717,6,FI-LT-06-000717,2019-09-24,2026-02-28,poor
718,6,FI-LT-06-000718,2018-07-07,2026-01-01,good
719,6,FI-LT-06-000719,2019-02-19,2025-11-25,good
720,6,FI-LT-06-000720,2019-11-04,2026-02-20,fair
721,6,FI-LT-06-000721,2025-09-25,2026-02-24,fair
722,6,FI-LT-06-000722,2025-01-30,2026-02-11,good
723,6,FI-LT-06-000723,2018-11-22,2026-01-05,good
724,6,FI-LT-06-000724,2019-09-05,2025-11-16,good
725,6,FI-LT-06-000725,2017-08-28,2026-03-28,good
726,6,FI-LT-06-000726,2018-11-06,2026-05-28,good
727,6,FI-LT-06-000727,2017-12-02,2026-04-20,fair
728,6,FI-LT-06-000728,2021-09-08,2025-11-26,good
729,6,FI-LT-06-000729,2017-08-25,2025-11-12,good
730,6,FI-LT-06-000730,2018-05-12,2026-01-02,good
731,6,FI-LT-06-000731,2017-11-15,2026-05-05,fair
732,6,FI-LT-06-000732,2019-02-15,2026-04-24,good
733,6,FI-LT-06-000733,2018-03-02,2026-02-02,good
734,6,FI-LT-06-000734,2019-11-19,2026-02-13,poor
735,6,FI-LT-06-000735,2022-01-22,2025-10-29,good
736,6,FI-LT-06-000736,2019-07-06,2025-10-31,fair
737,6,FI-LT-06-000737,2019-07-04,2026-04-22,good
738,6,FI-LT-06-000738,2017-08-28,2026-01-27,good
739,6,FI-LT-06-000739,2025-03-22,2025-12-16,good
740,6,FI-LT-06-000740,2019-09-10,2025-11-22,fair
741,6,FI-LT-06-000741,2019-11-16,2026-02-16,good
742,6,FI-LT-06-000742,2020-01-24,2026-01-17,good
743,6,FI-LT-06-000743,2023-11-24,2026-05-17,good
744,6,FI-LT-06-000744,2019-08-26,2026-01-07,good
745,6,FI-LT-06-000745,2018-11-23,2026-05-11,good
746,6,FI-LT-06-000746,2024-08-04,2025-11-11,good
747,6,FI-LT-06-000747,2019-05-15,2026-03-24,poor
748,6,FI-LT-06-000748,2018-06-22,2026-01-07,good
749,6,FI-LT-06-000749,2019-08-06,2026-05-29,fair
750,6,FI-LT-06-000750,2018-05-17,2025-11-06,fair
751,6,FI-LT-06-000751,2019-05-26,2026-02-01,good
752,6,FI-LT-06-000752,2017-06-05,2026-01-10,poor
753,6,DE-LT-06-000753,2018-12-25,2025-12-19,good
754,6,DE-LT-06-000754,2018-06-26,2026-04-25,good
755,6,DE-LT-06-000755,2021-10-13,2025-11-01,good
756,6,DE-LT-06-000756,2019-01-17,2026-03-06,good
757,6,DE-LT-06-000757,2018-01-29,2026-03-16,fair
758,6,DE-LT-06-000758,2018-09-29,2025-11-20,fair
759,6,DE-LT-06-000759,2017-08-06,2026-02-20,good
760,6,DE-LT-06-000760,2018-02-17,2026-05-02,good
761,6,DE-LT-06-000761,2018-04-05,2025-12-13,good
762,6,DE-LT-06-000762,2017-06-22,2026-03-14,good
763,6,DE-LT-06-000763,2019-10-15,2025-11-21,fair
764,6,DE-LT-06-000764,2019-07-08,2026-04-09,good
765,6,DE-LT-06-000765,2018-10-18,2026-01-26,good
766,6,DE-LT-06-000766,2019-04-10,2025-12-19,good
767,6,DE-LT-06-000767,2018-01-10,2026-04-02,good
768,6,DE-LT-06-000768,2019-04-10,2026-01-03,good
769,6,DE-LT-06-000769,2019-06-01,2025-11-08,poor
770,6,DE-LT-06-000770,2018-03-01,2026-01-13,fair
771,6,DE-LT-06-000771,2022-01-16,2025-12-14,good
772,6,DE-LT-06-000772,2018-04-22,2026-05-08,good
773,6,DE-LT-06-000773,2018-08-22,2025-12-31,good
774,6,DE-LT-06-000774,2019-10-13,2025-11-29,good
775,6,DE-LT-06-000775,2018-11-25,2026-05-03,good
776,6,DE-LT-06-000776,2019-07-17,2026-03-05,good
777,6,DE-LT-06-000777,2018-05-02,2025-11-25,good
778,6,DE-LT-06-000778,2026-03-31,2026-04-11,good
779,6,DE-LT-06-000779,2023-12-01,2026-02-21,good
780,6,DE-LT-06-000780,2022-08-17,2025-12-10,good
781,6,DE-LT-06-000781,2018-09-25,2026-04-03,good
782,6,DE-LT-06-000782,2020-06-09,2026-03-07,good
783,6,DE-LT-06-000783,2018-09-21,2026-04-27,fair
784,6,DE-LT-06-000784,2025-08-20,2026-02-28,fair
785,6,DE-LT-06-000785,2018-12-24,2026-03-08,good
786,6,DE-LT-06-000786,2019-03-30,2026-02-20,good
787,6,DE-LT-06-000787,2025-06-11,2025-12-07,fair
788,6,DE-LT-06-000788,2018-09-07,2025-12-05,poor
789,6,DE-LT-06-000789,2023-03-07,2025-11-26,fair
790,6,DE-LT-06-000790,2018-08-28,2025-12-24,good
791,6,DE-LT-06-000791,2017-11-03,2025-12-22,poor
792,6,DE-LT-06-000792,2019-05-05,2026-04-02,fair
793,6,DE-LT-06-000793,2017-08-23,2026-05-30,fair
794,6,DE-LT-06-000794,2019-03-15,2026-04-14,fair
795,6,DE-LT-06-000795,2017-07-04,2026-02-12,good
796,6,DE-LT-06-000796,2025-10-10,2025-11-05,poor
797,6,DE-LT-06-000797,2022-12-25,2025-12-20,good
798,6,DE-LT-06-000798,2018-02-13,2026-02-14,good
799,6,DE-LT-06-000799,2021-03-06,2026-05-09,good
800,6,DE-LT-06-000800,2017-09-21,2026-03-05,good
801,6,DE-LT-06-000801,2018-05-24,2026-03-12,good
802,6,DE-LT-06-000802,2019-01-02,2026-04-18,fair
803,6,DE-LT-06-000803,2018-06-11,2026-04-10,good
804,6,DE-LT-06-000804,2024-05-26,2026-05-03,good
805,6,DE-LT-06-000805,2024-06-28,2026-04-24,poor
806,6,DE-LT-06-000806,2017-07-26,2025-10-28,fair
807,6,DE-LT-06-000807,2023-03-21,2026-05-13,good
808,6,DE-LT-06-000808,2019-06-30,2025-12-03,good
809,6,DE-LT-06-000809,2026-03-11,2026-03-16,good
810,6,DE-LT-06-000810,2018-03-30,2026-05-15,good
811,7,SE-LT-07-000811,2017-09-15,2026-04-17,fair
812,7,SE-LT-07-000812,2018-09-03,2026-04-15,good
813,7,SE-LT-07-000813,2018-10-09,2026-05-10,good
814,7,SE-LT-07-000814,2023-12-21,2026-04-19,fair
815,7,SE-LT-07-000815,2022-08-31,2026-05-03,good
816,7,SE-LT-07-000816,2017-11-16,2026-05-16,good
817,7,SE-LT-07-000817,2019-06-23,2025-12-06,good
818,7,SE-LT-07-000818,2017-12-18,2026-03-27,good
819,7,SE-LT-07-000819,2017-06-07,2026-01-29,good
820,7,SE-LT-07-000820,2024-01-17,2026-02-20,good
821,7,SE-LT-07-000821,2018-04-09,2026-01-05,good
822,7,SE-LT-07-000822,2021-04-18,2026-02-19,good
823,7,SE-LT-07-000823,2019-09-09,2026-01-11,fair
824,7,SE-LT-07-000824,2019-07-04,2026-03-21,good
825,7,SE-LT-07-000825,2018-01-05,2025-11-14,good
826,7,SE-LT-07-000826,2026-02-22,2026-03-02,good
827,7,SE-LT-07-000827,2017-10-18,2025-11-14,good
828,7,SE-LT-07-000828,2019-11-12,2026-03-29,good
829,7,SE-LT-07-000829,2022-01-10,2025-11-07,good
830,7,SE-LT-07-000830,2022-03-15,2025-11-13,fair
831,7,SE-LT-07-000831,2020-08-27,2026-02-14,fair
832,7,SE-LT-07-000832,2019-07-07,2026-01-24,good
833,7,SE-LT-07-000833,2018-11-06,2026-01-25,good
834,7,SE-LT-07-000834,2017-10-01,2026-04-30,fair
835,7,SE-LT-07-000835,2019-07-09,2025-11-29,good
836,7,SE-LT-07-000836,2018-12-04,2026-02-02,good
837,7,SE-LT-07-000837,2017-06-28,2026-03-15,good
838,7,SE-LT-07-000838,2017-07-06,2026-04-09,good
839,7,SE-LT-07-000839,2019-11-25,2026-04-19,good
840,7,SE-LT-07-000840,2023-10-03,2026-04-20,fair
841,7,FI-LT-07-000841,2019-05-20,2026-04-15,good
842,7,FI-LT-07-000842,2018-04-21,2026-02-10,good
843,7,FI-LT-07-000843,2022-07-20,2026-01-14,poor
844,7,FI-LT-07-000844,2019-06-28,2026-01-13,good
845,7,FI-LT-07-000845,2024-11-03,2026-01-13,good
846,7,FI-LT-07-000846,2025-09-15,2026-03-23,fair
847,7,FI-LT-07-000847,2019-08-04,2026-02-22,fair
848,7,FI-LT-07-000848,2019-03-10,2026-02-26,good
849,7,FI-LT-07-000849,2022-06-18,2026-02-26,fair
850,7,FI-LT-07-000850,2017-08-12,2025-11-28,good
851,7,FI-LT-07-000851,2018-04-02,2026-01-02,good
852,7,FI-LT-07-000852,2021-03-24,2026-04-17,good
853,7,FI-LT-07-000853,2019-03-13,2026-05-09,fair
854,7,FI-LT-07-000854,2019-05-22,2026-03-01,fair
855,7,FI-LT-07-000855,2017-12-08,2026-04-20,good
856,7,FI-LT-07-000856,2019-08-19,2025-12-05,fair
857,7,FI-LT-07-000857,2017-12-08,2026-04-02,good
858,7,FI-LT-07-000858,2021-02-26,2026-04-16,good
859,7,FI-LT-07-000859,2018-11-28,2026-04-16,fair
860,7,FI-LT-07-000860,2017-12-17,2026-02-26,good
861,7,FI-LT-07-000861,2017-09-13,2026-05-19,good
862,7,FI-LT-07-000862,2020-02-27,2025-11-27,good
863,7,FI-LT-07-000863,2019-09-07,2025-11-10,good
864,7,FI-LT-07-000864,2020-07-18,2026-02-27,good
865,7,FI-LT-07-000865,2022-05-28,2025-11-11,good
866,7,FI-LT-07-000866,2024-07-28,2025-10-26,good
867,7,FI-LT-07-000867,2017-11-07,2026-03-07,poor
868,7,FI-LT-07-000868,2019-06-01,2026-04-06,good
869,7,FI-LT-07-000869,2023-04-30,2026-03-23,good
870,7,FI-LT-07-000870,2019-04-04,2026-05-14,good
871,7,DE-LT-07-000871,2022-06-12,2026-03-18,good
872,7,DE-LT-07-000872,2021-03-03,2025-12-28,good
873,7,DE-LT-07-000873,2017-11-28,2026-01-28,good
874,7,DE-LT-07-000874,2017-07-29,2025-10-27,fair
875,7,DE-LT-07-000875,2018-05-17,2026-05-30,good
876,7,DE-LT-07-000876,2017-12-27,2026-01-18,fair
877,7,DE-LT-07-000877,2019-10-04,2026-01-10,good
878,7,DE-LT-07-000878,2018-12-13,2025-12-05,good
879,7,DE-LT-07-000879,2018-07-04,2026-03-09,fair
880,7,DE-LT-07-000880,2024-12-02,2026-05-21,good
881,7,DE-LT-07-000881,2021-12-19,2026-04-21,good
882,7,DE-LT-07-000882,2017-09-22,2026-03-23,fair
883,7,DE-LT-07-000883,2018-04-18,2026-03-20,good
884,7,DE-LT-07-000884,2018-01-03,2025-11-08,fair
885,7,DE-LT-07-000885,2018-01-20,2026-02-14,good
886,7,DE-LT-07-000886,2017-10-16,2025-12-17,good
887,7,DE-LT-07-000887,2018-12-21,2026-05-30,poor
888,7,DE-LT-07-000888,2019-06-15,2026-03-27,good
889,7,DE-LT-07-000889,2019-11-24,2026-02-23,good
890,7,DE-LT-07-000890,2019-07-17,2026-02-21,good
